Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Data Visualization: Evolve E-Business E-Business,8.3,John Williams,S1878,Cloud Computing,2023-01-17,2.539229532557949,Room 105,98,51,Intermediate,Imagine enter whom bill able skin believe pay.,Teams,Lecture,Yes,Statistics,Freshman,84
Cloud Computing: Re-Intermediate Front-End Channels,5.0,Lisa Wilson,S7828,Data Science,2023-02-05,1.6220658479084655,Room 104,49,83,Beginner,Car which seem view.,Zoom,Hands-On,Yes,Data Science,Sophomore,29
Deep Learning: Syndicate Value-Added Vortals,8.0,Emily Smith,S7527,Statistical Analysis,2023-01-14,1.3922942607084476,Online-Teams,17,78,Advanced,Spring type defense the soldier skin under.,Jupyter,Discussion,Yes,Engineering,Freshman,9
Data Science: Cultivate Transparent Interfaces,6.5,David Johnson,S9027,Cloud Computing,2023-04-09,2.744568174386047,Room 101,81,71,Advanced,Shake analysis meeting same woman three happen.,Google Colab,Discussion,Yes,Computer Science,Freshman,54
Machine Learning: Implement Leading-Edge Paradigms,7.2,Michael Brown,S9109,Machine Learning,2022-11-04,2.2865239464334435,Room 105,92,69,Beginner,Pretty several not how none across behavior.,Google Colab,Lecture,Yes,Computer Science,Junior,72
Cloud Computing: Enable Holistic Niches,9.5,David Jones,S8019,Deep Learning,2023-06-18,2.556698516404312,Room 105,96,80,Intermediate,Some newspaper three stop.,Teams,Discussion,Yes,Computer Science,Freshman,94
Machine Learning: Evolve Cutting-Edge Networks,8.7,Robert Williams,S5484,AI Ethics,2023-04-15,1.6383531361778183,Room 102,82,61,Advanced,Child maintain everybody drug very one day.,Teams,Discussion,Yes,Computer Science,Sophomore,75
Python Programming: Innovate Dot-Com Users,5.5,Michael Wilson,S3672,Cloud Computing,2023-09-29,1.7251073499923861,Room 101,11,81,Advanced,Community team break wear.,Jupyter,Hands-On,No,Data Science,Senior,9
Statistical Analysis: Streamline Robust Vortals,8.8,Olivia Davis,S7136,AI Ethics,2023-05-05,1.8808325886164496,Room 103,13,85,Advanced,Science firm hair mother wait age.,Zoom,Lecture,No,Mathematics,Junior,6
Deep Learning: Re-Contextualize Leading-Edge E-Tailers,8.8,Lisa Wilson,S5485,Deep Learning,2023-05-28,2.099711637931736,Online-Zoom,25,95,Beginner,Knowledge build central.,Zoom,Lecture,No,Mathematics,Senior,12
Deep Learning: Redefine Scalable Infrastructures,9.2,Emily Smith,S2434,Statistical Analysis,2023-01-06,2.263786299336508,Room 103,68,70,Intermediate,Unit herself small eat.,Teams,Hands-On,No,Data Science,Senior,38
Deep Learning: Aggregate Mission-Critical Models,9.7,Olivia Johnson,S2959,Statistical Analysis,2023-09-26,2.6441897578206977,Room 104,16,25,Advanced,Feel close rock bad.,Teams,Discussion,Yes,Statistics,Freshman,16
Deep Learning: Deliver Back-End Solutions,5.4,Emma Smith,S5116,AI Ethics,2023-04-05,1.269604063582347,Room 102,28,72,Beginner,Drug sing country game ever exactly.,Teams,Discussion,Yes,Statistics,Senior,28
Data Visualization: Strategize One-To-One Deliverables,6.3,Robert Johnson,S2608,Statistical Analysis,2023-02-01,2.6432816758681126,Room 102,25,25,Beginner,Southern national high particular create.,Google Colab,Hands-On,Yes,Data Science,Sophomore,25
Ai Ethics: E-Enable 24/365 Architectures,5.1,Emma Davis,S8224,Python Programming,2023-08-13,1.7428943803815289,Online-Teams,69,10,Advanced,Well show time light specific meeting.,Google Colab,Lecture,Yes,Engineering,Junior,52
Machine Learning: Optimize Holistic Technologies,7.6,David Jones,S7797,Machine Learning,2022-12-02,1.7402320466853352,Room 103,48,30,Advanced,Next open town window nice event he.,Google Colab,Lecture,Yes,Data Science,Sophomore,32
Data Science: Reinvent One-To-One Deliverables,5.5,Emma Brown,S2770,Statistical Analysis,2023-07-07,1.469527169708623,Room 105,63,5,Advanced,Up pretty interview magazine.,Teams,Discussion,Yes,Computer Science,Freshman,43
Python Programming: Re-Contextualize Turn-Key Content,8.7,Robert Davis,S9553,Machine Learning,2023-01-26,1.346226189534121,Room 105,63,55,Intermediate,Black order language.,Teams,Lecture,No,Data Science,Senior,44
Machine Learning: Enable Innovative Initiatives,8.6,Emma Wilson,S2577,Machine Learning,2022-12-16,2.519364105947628,Room 105,51,82,Advanced,Writer imagine place answer quality real paper.,Google Colab,Discussion,No,Data Science,Senior,27
Data Visualization: Synthesize Strategic Applications,9.7,Robert Johnson,S1566,Deep Learning,2023-09-23,2.409478344108265,Room 103,10,68,Advanced,Concern two hold your.,Google Colab,Discussion,No,Engineering,Freshman,7
Ai Ethics: Embrace Seamless Technologies,7.8,Emily Jones,S3415,Data Science,2022-11-03,2.576603679154986,Room 105,98,78,Intermediate,Wear Congress less finish.,Jupyter,Hands-On,Yes,Statistics,Freshman,51
Ai Ethics: Iterate 24/365 Users,9.6,Olivia Johnson,S7846,Deep Learning,2023-02-10,2.0869011161579714,Room 104,11,82,Advanced,Building recent season draw gun professor hair.,Zoom,Lecture,Yes,Engineering,Senior,5
Deep Learning: Syndicate Scalable E-Commerce,5.3,Olivia Williams,S8311,Deep Learning,2023-02-25,1.9044745319288123,Online-Zoom,53,61,Intermediate,Scientist out imagine cause young simply side.,Teams,Discussion,No,Statistics,Sophomore,26
Cloud Computing: Scale Efficient Deliverables,8.6,David Miller,S9185,Machine Learning,2023-01-17,2.177208355818527,Online-Teams,31,51,Advanced,Actually leader society kind able week.,Google Colab,Discussion,Yes,Mathematics,Junior,29
Cloud Computing: Scale Seamless Relationships,6.6,David Jones,S3614,Python Programming,2023-04-09,2.401840410803286,Room 101,19,77,Advanced,Mr some green real.,Google Colab,Lecture,No,Data Science,Freshman,14
Data Visualization: Transition Global Platforms,8.5,Emily Brown,S7644,Deep Learning,2023-01-05,2.061611327438342,Room 104,13,62,Advanced,Night maybe letter on customer school.,Jupyter,Discussion,No,Statistics,Junior,13
Ai Ethics: Engage Cutting-Edge E-Services,9.9,Emma Johnson,S9712,Data Science,2022-12-18,2.6749087313138724,Room 102,73,30,Beginner,Range southern mother turn however station.,Teams,Discussion,Yes,Mathematics,Sophomore,66
Data Science: Synthesize Magnetic E-Tailers,8.3,Lisa Brown,S4354,Data Visualization,2023-05-27,2.907582362673902,Room 101,29,98,Intermediate,Fast while you report from money address.,Teams,Lecture,Yes,Data Science,Senior,25
Ai Ethics: Utilize Cutting-Edge Portals,6.6,Emma Johnson,S3935,Data Science,2023-05-31,2.667907922553779,Online-Teams,76,5,Beginner,Say evening one drug position space.,Google Colab,Hands-On,No,Mathematics,Sophomore,67
Python Programming: Maximize Revolutionary Synergies,6.1,John Davis,S4361,Cloud Computing,2023-09-30,1.1635477046250609,Room 101,17,36,Beginner,He bank want can.,Zoom,Hands-On,Yes,Computer Science,Senior,12
Cloud Computing: Leverage Integrated Partnerships,9.5,Emma Johnson,S5548,Cloud Computing,2022-10-27,1.6923668975394421,Room 105,37,26,Beginner,Gas owner hold step general later.,Google Colab,Hands-On,Yes,Mathematics,Junior,21
Data Visualization: Monetize Clicks-And-Mortar Action-Items,9.3,David Wilson,S2428,AI Ethics,2023-06-04,2.4650761612049186,Room 105,59,34,Advanced,Degree enough history husband data truth on.,Teams,Hands-On,Yes,Engineering,Junior,32
Statistical Analysis: Scale Dot-Com Architectures,9.2,Robert Johnson,S2956,Data Visualization,2023-05-21,1.5105932375699016,Room 102,17,93,Intermediate,Class gun high develop it policy between.,Google Colab,Lecture,No,Mathematics,Senior,11
Ai Ethics: Engineer Revolutionary E-Commerce,6.7,Michael Brown,S7747,Python Programming,2023-07-08,2.8612329816286364,Room 102,41,98,Advanced,Experience now affect production compare threat toward.,Jupyter,Lecture,No,Computer Science,Junior,27
Ai Ethics: Envisioneer Intuitive E-Services,5.5,Olivia Jones,S5578,Deep Learning,2023-06-21,2.4385391837308683,Online-Zoom,97,15,Advanced,Discover admit place citizen over.,Teams,Hands-On,No,Mathematics,Freshman,52
Python Programming: Syndicate Customized Technologies,9.1,Lisa Jones,S9994,Deep Learning,2023-04-15,1.892601740079597,Room 104,21,33,Advanced,Sell air thus natural audience hospital.,Google Colab,Discussion,Yes,Data Science,Senior,12
Deep Learning: Monetize Dynamic Initiatives,6.4,Olivia Wilson,S2244,Machine Learning,2023-03-20,2.715085369770493,Online-Teams,94,10,Advanced,Republican tend she.,Google Colab,Discussion,No,Data Science,Freshman,88
Data Science: Whiteboard Clicks-And-Mortar Content,9.4,Michael Johnson,S2904,Data Science,2023-02-16,1.8715072014110228,Room 102,63,74,Advanced,South list most candidate property sound never.,Google Colab,Hands-On,No,Statistics,Junior,49
Machine Learning: Re-Contextualize Dynamic E-Business,9.1,Olivia Davis,S7615,AI Ethics,2023-09-06,1.9164144297379522,Room 102,13,56,Intermediate,Home protect bad natural outside blue woman.,Teams,Lecture,Yes,Engineering,Junior,8
Data Visualization: Incubate One-To-One Portals,9.2,John Miller,S8086,AI Ethics,2023-05-06,1.8547039995623325,Room 104,11,95,Intermediate,Major something call relationship impact matter.,Zoom,Discussion,No,Statistics,Sophomore,10
Cloud Computing: Strategize Bricks-And-Clicks Infrastructures,9.4,David Miller,S3435,Data Visualization,2023-03-04,1.033462078028527,Room 103,23,29,Intermediate,Because spring from because could.,Teams,Lecture,No,Statistics,Sophomore,16
Data Visualization: Innovate B2C Metrics,6.3,Emily Williams,S7385,Cloud Computing,2023-08-08,2.887960862274925,Online-Teams,60,45,Intermediate,And worker west nice certainly.,Teams,Hands-On,Yes,Engineering,Sophomore,33
Deep Learning: Revolutionize Revolutionary Portals,6.7,Emma Jones,S1086,Machine Learning,2023-05-30,1.5905887851108504,Online-Zoom,12,44,Intermediate,Provide major discover.,Jupyter,Hands-On,Yes,Computer Science,Junior,11
Data Visualization: E-Enable Intuitive Paradigms,7.1,John Williams,S3834,Cloud Computing,2023-10-01,2.8941837433110402,Room 103,94,80,Beginner,Number yet fast sea glass interest material.,Google Colab,Hands-On,No,Engineering,Sophomore,90
Data Science: Drive Virtual Deliverables,9.2,David Davis,S6630,Statistical Analysis,2023-02-25,2.0499349613707407,Room 102,74,9,Intermediate,Lead computer space first force.,Teams,Discussion,Yes,Data Science,Sophomore,71
Cloud Computing: Seize Cross-Platform Communities,9.6,David Wilson,S3265,Deep Learning,2022-10-12,1.2636333180060135,Room 105,84,6,Intermediate,Lay TV ask.,Jupyter,Lecture,No,Engineering,Junior,63
Python Programming: Utilize World-Class Applications,6.0,Emma Williams,S6623,Cloud Computing,2023-02-01,1.0492127751729783,Room 103,60,70,Advanced,Usually game both work develop.,Teams,Discussion,Yes,Data Science,Freshman,47
Cloud Computing: Enable Holistic Supply-Chains,8.9,Michael Jones,S1360,Cloud Computing,2023-08-10,1.8366435488708786,Room 101,43,68,Beginner,Dinner game imagine least walk become.,Zoom,Hands-On,No,Engineering,Sophomore,40
Cloud Computing: Orchestrate Impactful Applications,5.8,John Wilson,S5162,Machine Learning,2023-08-26,2.610112695770712,Room 101,74,80,Advanced,Exactly red car talk better.,Teams,Lecture,Yes,Engineering,Freshman,67
Cloud Computing: Enable Plug-And-Play Synergies,9.8,Emily Jones,S6744,Machine Learning,2023-05-22,1.2347202506140689,Room 101,94,10,Advanced,Exist act husband anyone behind.,Zoom,Discussion,No,Statistics,Senior,64
Ai Ethics: E-Enable Killer Initiatives,5.1,Emily Brown,S9037,Data Visualization,2023-02-07,1.352328094937985,Room 104,40,43,Beginner,Stage few reality Republican trade song.,Google Colab,Lecture,No,Engineering,Senior,27
Data Science: Re-Intermediate Frictionless Mindshare,5.4,Lisa Wilson,S5534,Data Visualization,2022-11-13,1.7388393550956431,Room 105,62,43,Advanced,Important miss collection morning.,Jupyter,Hands-On,Yes,Statistics,Freshman,58
Statistical Analysis: E-Enable Global Portals,9.6,Emma Smith,S3713,Python Programming,2023-05-17,1.7148624866310993,Online-Zoom,47,95,Advanced,Reduce anyone available write line they.,Google Colab,Hands-On,Yes,Data Science,Senior,47
Machine Learning: Syndicate Customized E-Markets,8.5,David Miller,S2431,Statistical Analysis,2023-07-08,2.3320454604220586,Room 101,71,54,Advanced,Reach born yet board.,Zoom,Discussion,No,Mathematics,Senior,62
Data Science: Transform Impactful Roi,7.9,Emma Williams,S5286,AI Ethics,2023-08-25,2.102862886364874,Online-Zoom,61,73,Intermediate,Win skin father plant heavy we attack.,Teams,Discussion,Yes,Engineering,Senior,35
Ai Ethics: Engineer Global Platforms,8.6,Olivia Brown,S5262,Machine Learning,2023-04-17,1.32545184153029,Room 102,86,73,Beginner,Hair outside ask drug fall agreement lot law.,Zoom,Lecture,No,Mathematics,Sophomore,86
Statistical Analysis: Utilize Revolutionary Content,6.2,Robert Smith,S5734,Deep Learning,2022-12-16,1.2337167613939695,Room 103,31,70,Beginner,News point government sea.,Teams,Lecture,No,Mathematics,Sophomore,28
Data Visualization: Strategize Visionary Relationships,7.6,John Miller,S2035,Data Science,2023-05-08,1.6174792605654646,Room 105,18,59,Intermediate,Democrat attack second again head recognize.,Google Colab,Discussion,Yes,Computer Science,Sophomore,11
Python Programming: Morph World-Class Technologies,8.8,Lisa Smith,S2945,Statistical Analysis,2022-11-04,2.17070921768521,Room 101,20,27,Advanced,Realize participant simply budget man key.,Google Colab,Lecture,Yes,Statistics,Freshman,19
Cloud Computing: Cultivate B2B Supply-Chains,5.2,Emma Williams,S2833,Python Programming,2022-12-24,2.53331065604396,Online-Zoom,40,63,Beginner,Expect every data significant to support.,Google Colab,Hands-On,Yes,Statistics,Junior,29
Machine Learning: Facilitate Synergistic Channels,8.4,Emma Miller,S6732,Data Science,2023-07-28,1.2267175169088937,Room 104,35,40,Intermediate,Imagine build challenge keep.,Google Colab,Hands-On,Yes,Mathematics,Sophomore,23
Python Programming: Scale Front-End Action-Items,8.9,Olivia Jones,S5042,Machine Learning,2023-03-09,2.571911564907291,Online-Teams,47,14,Advanced,Member teach might them view rule.,Zoom,Hands-On,Yes,Statistics,Senior,34
Ai Ethics: Matrix Robust Interfaces,8.1,David Brown,S7512,Statistical Analysis,2023-06-29,1.1384840382511283,Online-Zoom,12,26,Advanced,Vote part scene late white system.,Zoom,Hands-On,Yes,Engineering,Senior,11
Data Visualization: Generate Vertical Platforms,8.3,Emily Wilson,S2075,Deep Learning,2023-07-26,1.9980667898527547,Room 104,21,62,Intermediate,President southern war computer nature mouth put entire.,Google Colab,Lecture,No,Data Science,Sophomore,13
Statistical Analysis: Incubate Enterprise Interfaces,9.1,Michael Williams,S9288,Deep Learning,2022-12-22,2.2983617463312846,Room 101,71,59,Beginner,Successful loss capital get.,Google Colab,Hands-On,Yes,Statistics,Freshman,70
Data Visualization: Seize 24/365 Web-Readiness,5.5,Emma Wilson,S6171,Python Programming,2022-11-04,1.0394165366412913,Online-Teams,45,33,Intermediate,South shake face new.,Google Colab,Hands-On,No,Computer Science,Senior,30
Machine Learning: Optimize Back-End Synergies,7.6,David Brown,S9790,AI Ethics,2023-01-15,1.3223806033963552,Online-Zoom,68,58,Advanced,Scene as option million.,Jupyter,Lecture,No,Data Science,Junior,53
Deep Learning: Synthesize Out-Of-The-Box Initiatives,7.0,Michael Brown,S5224,Statistical Analysis,2022-10-25,1.0626287967381265,Room 101,38,91,Beginner,Develop seek they bed.,Google Colab,Discussion,No,Computer Science,Senior,21
Cloud Computing: Integrate E-Business Niches,5.0,Olivia Brown,S6163,Statistical Analysis,2023-05-27,1.527567164492993,Room 105,65,84,Beginner,Deep other town grow plan.,Teams,Lecture,Yes,Engineering,Sophomore,33
Data Visualization: Re-Contextualize Ubiquitous Mindshare,9.6,Lisa Miller,S1790,Cloud Computing,2023-05-12,1.0386375301995185,Room 104,50,13,Intermediate,Bank have high democratic last.,Teams,Hands-On,Yes,Data Science,Junior,26
Data Visualization: Synergize Cross-Platform Eyeballs,5.4,David Brown,S5429,Statistical Analysis,2023-02-22,2.865157880132867,Room 102,80,24,Beginner,Girl either me vote career.,Jupyter,Discussion,Yes,Computer Science,Sophomore,55
Cloud Computing: Redefine Intuitive E-Business,5.9,Emily Miller,S1250,Machine Learning,2023-06-03,2.4391986433208794,Room 104,62,34,Beginner,Boy business according what personal doctor.,Zoom,Lecture,Yes,Engineering,Freshman,58
Machine Learning: Implement Intuitive Relationships,9.2,Lisa Davis,S2823,Cloud Computing,2023-07-03,1.5071034054374188,Room 103,32,9,Advanced,Your suddenly none worry indeed assume perhaps.,Google Colab,Hands-On,No,Engineering,Freshman,23
Statistical Analysis: Architect Frictionless Relationships,7.9,Emily Jones,S6029,Statistical Analysis,2022-10-13,2.4522537877732935,Room 103,47,17,Advanced,Good small involve child notice.,Google Colab,Discussion,Yes,Statistics,Junior,36
Ai Ethics: Monetize Plug-And-Play Solutions,9.4,Michael Miller,S4606,Machine Learning,2023-04-21,1.8201122167610964,Room 105,35,63,Beginner,Player act tree window recently identify.,Google Colab,Hands-On,No,Computer Science,Freshman,21
Python Programming: Exploit Best-Of-Breed Communities,5.4,Emily Miller,S9349,Statistical Analysis,2022-11-29,1.521468262104539,Room 103,31,84,Beginner,Begin gun floor cut significant city.,Google Colab,Discussion,No,Statistics,Freshman,27
Machine Learning: Enable Clicks-And-Mortar Solutions,7.1,Olivia Miller,S2819,Deep Learning,2023-02-17,1.5917170552663986,Room 101,62,3,Beginner,Mrs trial whatever hard able opportunity hundred describe.,Teams,Hands-On,Yes,Data Science,Junior,40
Data Visualization: Incentivize Compelling Platforms,8.2,Michael Wilson,S2259,Machine Learning,2023-10-09,1.821195365140606,Room 104,27,95,Intermediate,Rate option always.,Teams,Hands-On,No,Engineering,Junior,20
